,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
49,AVLL3,2.08,ON NM,17/04/2025,ALPHAVILLE ON NM,1.91,Construção Civil,4.3,Incorporações,11937.0,406287000.0,31/12/2024,790744000.0,195330000.0,6.14,0.34,-6.79,-0.31,2.21,38.8,0.6,27.1,0.3,12.6,-4.03,13.5,-0.47,17.6,-110.6,4.26,0.84,4.3,-10.41,40.3,0.5,1364830000.0,622929000.0,238471000.0,384458000.0,525845000.0,-59826000.0,678829000.0,234815000.0,184078000.0,64280000.0,66144000.0,10545000.0,,,,,,,
50,PLPL3,11.91,ON NM,17/04/2025,PLANOEPLANO ON NM,7.84,Construção Civil,12.82,Incorporações,11552900.0,2428460000.0,31/12/2024,2215780000.0,203901000.0,7.06,1.69,2.87,4.16,3.46,33.1,0.94,27.1,0.94,15.1,1.52,27.2,4.62,45.4,40.6,3.07,3.69,3.15,0.69,29.7,1.0,2581180000.0,588790000.0,801471000.0,-212681000.0,2191460000.0,847235000.0,2589400000.0,672423000.0,702420000.0,313571000.0,343824000.0,87614000.0,8.4,,,,,,
51,TRIS3,6.65,ON NM,17/04/2025,Trisul ON NM,4.22,Construção Civil,6.67,Incorporações,3099740.0,1241010000.0,31/12/2024,1592580000.0,186618000.0,7.23,0.92,0.85,7.82,6.88,27.8,0.92,13.4,0.41,13.0,0.69,5.9,1.74,7.2,11.8,7.77,4.74,8.83,0.56,12.2,0.44,3042590000.0,821718000.0,470151000.0,351567000.0,2266110000.0,1459010000.0,1346690000.0,418919000.0,180323000.0,75016000.0,171556000.0,72576000.0,3.0,,,,,,
52,MTRE3,3.63,ON NM,17/04/2025,MITRE REALTY ON NM,2.66,Construção Civil,4.08,Incorporações,2120070.0,383963000.0,31/12/2024,773735000.0,105775000.0,7.81,0.47,0.38,9.43,4.34,23.8,0.33,7.5,0.17,5.9,0.4,4.0,0.7,4.7,4.9,6.73,2.27,8.75,0.63,29.5,0.54,2200280000.0,626502000.0,236730000.0,389772000.0,1705370000.0,997920000.0,1179440000.0,351887000.0,88387000.0,33454000.0,49189000.0,18720000.0,12.9,,,,,,
53,DIRR3,34.32,ON NM,17/04/2025,Direcional Engenharia ON NM,19.75,Construção Civil,34.32,Incorporações,62431700.0,5954520000.0,31/12/2024,5972680000.0,173500000.0,9.33,3.68,2.95,11.62,8.29,36.4,1.78,21.5,0.59,21.7,1.94,7.1,-1.82,8.6,31.7,7.58,3.03,8.31,0.81,20.8,0.33,10067400000.0,1633350000.0,1615180000.0,18164000.0,4571390000.0,2015460000.0,3348470000.0,924210000.0,718330000.0,202850000.0,638378000.0,181461000.0,9.7,,,,,,
54,CURY3,27.34,ON NM,17/04/2025,CURY S/A ON NM,16.74,Construção Civil,27.34,Incorporações,46126300.0,7979860000.0,31/12/2024,7550010000.0,291875000.0,12.28,2.23,7.28,3.75,8.9,38.5,2.03,22.8,1.84,17.8,5.41,20.7,-26.28,32.8,59.3,8.14,2.18,8.42,0.9,34.6,0.9,4339300000.0,986382000.0,1416240000.0,-429854000.0,2726140000.0,1095470000.0,3926310000.0,1034970000.0,896639000.0,247477000.0,649843000.0,165784000.0,8.3,,,,,,
55,TEND3,15.95,ON NM,17/04/2025,Tenda ON NM,10.46,Construção Civil,17.38,Incorporações,35173800.0,1955120000.0,31/12/2024,2318860000.0,122578000.0,18.37,0.87,2.07,7.72,5.34,27.1,0.6,11.2,0.37,3.1,1.57,6.9,-1.64,8.6,11.2,5.33,1.64,6.33,1.28,9.0,0.61,5348940000.0,1213060000.0,849321000.0,363741000.0,3198770000.0,946786000.0,3284400000.0,850569000.0,366417000.0,97936000.0,106413000.0,21316000.0,1.1,,,,,,
56,EVEN3,5.83,ON NM,17/04/2025,Even ON NM,5.31,Construção Civil,7.02,Incorporações,6497560.0,1166000000.0,31/12/2024,1578110000.0,200000000.0,27.69,0.21,0.65,9.0,3.3,26.8,0.54,16.4,0.23,6.1,0.36,6.8,1.01,8.1,2.3,4.4,4.32,4.46,0.65,8.1,0.42,5178910000.0,1176820000.0,764706000.0,412115000.0,4261690000.0,1799390000.0,2157290000.0,205172000.0,353864000.0,36401000.0,42108000.0,-13952000.0,15.5,,,,,,
57,AZEV3,0.72,ON,17/04/2025,AZEVEDO & TRAVASSOS ON,0.53,Construção e Engenharia,1.31,Construção Pesada,2226950.0,426783000.0,31/12/2024,533078000.0,592754000.0,-1.6,-0.45,3.13,0.23,-3.58,1.7,2.81,-78.4,0.62,-175.5,-2.27,-17.3,-1.0,-20.0,-195.4,-6.71,0.4,-4.48,0.8,69.7,0.22,688233000.0,109446000.0,3151000.0,106295000.0,126058000.0,136381000.0,151818000.0,20892000.0,-119086000.0,-47012000.0,-266491000.0,-149657000.0,,,,,,,
58,SEER3,5.5,ON NM,17/04/2025,SER EDUCA ON NM,4.03,Diversos,7.65,Serviços Educacionais,3689200.0,707971000.0,31/12/2024,1301580000.0,128722000.0,-609.27,-0.01,0.59,9.39,2.34,55.2,0.36,15.3,0.2,-0.1,2.77,8.8,-0.56,9.9,-0.1,2.48,1.35,4.3,0.8,12.6,0.57,3456090000.0,964333000.0,370728000.0,593605000.0,986134000.0,1208460000.0,1981350000.0,523762000.0,302506000.0,75050000.0,-1162000.0,-30208000.0,,,,,,,
59,DOTZ3,3.74,ON NM,17/04/2025,DOTZ SA ON NM,2.66,Diversos,9.0,Programas de Fidelização,40722.0,49681800.0,31/12/2024,90408800.0,13283900.0,-3.01,-1.24,-0.2,-18.55,4140.15,82.3,0.32,,0.26,-10.7,-0.23,,-0.13,,6.7,3.06,0.24,7534.07,-0.28,8.0,0.79,194574000.0,69463000.0,28736000.0,40727000.0,68446000.0,-246421000.0,154016000.0,39082000.0,12000.0,18744000.0,-16487000.0,-496000.0,,,,,,,
60,VTRU3,7.77,ON NM,17/04/2025,VITRUEDUCA ON NM,5.4,Diversos,16.4,Serviços Educacionais,2336330.0,1042520000.0,31/12/2024,2942570000.0,134172000.0,3.61,2.15,0.41,19.07,1.41,65.1,0.49,34.4,0.18,13.5,2.28,12.7,-0.42,14.1,11.3,3.08,2.29,3.99,0.92,27.5,0.37,5825330000.0,2350580000.0,450526000.0,1900060000.0,812562000.0,2558220000.0,2141810000.0,530039000.0,737736000.0,164409000.0,288752000.0,194484000.0,,,,,,,
61,COGN3,2.45,ON,17/04/2025,COGNA ON,0.99,Diversos,2.45,Serviços Educacionais,112239000.0,4597680000.0,31/12/2024,10138700000.0,1876610000.0,5.23,0.47,0.37,6.61,2.36,66.9,0.72,30.5,0.19,15.5,2.63,8.0,-0.76,8.9,7.1,3.85,1.61,5.21,0.55,6.0,0.26,24200400000.0,6873210000.0,1332190000.0,5541020000.0,4627370000.0,12395700000.0,6390590000.0,2160560000.0,1946420000.0,1120810000.0,879871000.0,925828000.0,,,,,,,
62,MILS3,9.37,ON NM,17/04/2025,MILLS ON NM,8.12,Diversos,13.18,Aluguel de carros,7626680.0,2194250000.0,31/12/2024,3296310000.0,234178000.0,7.7,1.22,1.52,6.17,4.18,62.1,1.39,33.3,0.57,18.1,2.73,13.6,-2.28,18.0,19.7,4.35,2.23,6.29,1.31,33.6,0.41,3869240000.0,1895380000.0,793315000.0,1102060000.0,1459070000.0,1445280000.0,1575410000.0,432568000.0,524431000.0,157138000.0,284890000.0,75591000.0,6.6,,,,,,
63,ARML3,4.4,ON NM,17/04/2025,ARMAC ON NM,3.67,Diversos,11.18,Aluguel de carros,6709390.0,1524570000.0,31/12/2024,3362130000.0,346494000.0,8.96,0.49,1.21,3.63,2.91,40.5,0.86,29.6,0.33,9.9,2.1,11.3,-0.78,14.7,13.5,4.63,2.13,6.43,1.97,97.0,0.38,4637350000.0,2479040000.0,641487000.0,1837550000.0,1364730000.0,1258630000.0,1765970000.0,473494000.0,523053000.0,98388000.0,170197000.0,9752990.0,7.2,,,,,,
64,MOVI3,6.06,ON NM,17/04/2025,MOVIDA ON NM,3.34,Diversos,7.48,Aluguel de carros,30125300.0,2195550000.0,31/12/2024,18395700000.0,362302000.0,9.48,0.64,0.88,6.88,0.77,29.8,0.16,21.1,0.07,1.7,-0.95,9.3,-0.1,13.6,9.3,3.73,0.75,6.47,8.22,35.7,0.44,30573900000.0,20491500000.0,4291360000.0,16200200000.0,6950870000.0,2492490000.0,13481300000.0,3248160000.0,2845310000.0,749658000.0,231493000.0,62173000.0,2.5,,,,,,
65,CSED3,3.86,ON NM,17/04/2025,CRUZEIRO EDU ON NM,2.73,Diversos,4.35,Serviços Educacionais,2237280.0,1407130000.0,31/12/2024,1875210000.0,364543000.0,9.75,0.4,0.96,4.03,3.21,48.7,0.55,17.1,0.31,5.6,-21.77,9.6,-0.63,11.1,9.8,2.71,0.93,4.28,0.7,9.9,0.56,4569490000.0,1023410000.0,555331000.0,468077000.0,847519000.0,1470790000.0,2568350000.0,662721000.0,438160000.0,60136000.0,144306000.0,-9793000.0,4.3,,,,,,
66,YDUQ3,14.85,ON,17/04/2025,YDUQS PART ON,7.92,Diversos,16.35,Serviços Educacionais,64361400.0,4070220000.0,31/12/2024,8629280000.0,274089000.0,11.92,1.25,1.3,11.4,4.69,61.0,0.76,16.2,0.41,6.4,3.77,8.7,-0.95,10.0,10.9,5.1,1.75,9.95,1.79,8.5,0.54,9938420000.0,5605970000.0,1046920000.0,4559060000.0,2516950000.0,3124960000.0,5351780000.0,1266280000.0,867464000.0,147890000.0,341378000.0,14636000.0,2.1,,,,,,
67,VAMO3,4.99,ON NM,17/04/2025,VAMOS ON NM,3.58,Diversos,8.71,Aluguel de carros,53092500.0,5394350000.0,31/12/2024,17099300000.0,1081030000.0,14.16,0.35,2.21,2.26,1.97,64.0,1.15,58.4,0.27,8.1,3.81,13.5,-0.39,16.3,15.6,4.89,1.52,6.23,5.93,35.5,0.23,20277000000.0,14493200000.0,2788230000.0,11704900000.0,4144510000.0,2442370000.0,4699310000.0,-885406000.0,2744370000.0,696121000.0,380974000.0,-117944000.0,5.5,,,,,,
68,ANIM3,3.1,ON NM,17/04/2025,ANIMA ON NM,1.52,Diversos,3.58,Serviços Educacionais,26188600.0,1251990000.0,31/12/2024,5309810000.0,403869000.0,14.7,0.21,0.55,5.63,1.23,61.9,0.33,26.8,0.13,5.4,1.12,10.5,-0.26,12.4,3.7,3.54,2.16,5.22,2.33,26.0,0.39,9688870000.0,5309790000.0,1251980000.0,4057810000.0,2084650000.0,2274250000.0,3801380000.0,895383000.0,1017420000.0,231581000.0,85146000.0,15856000.0,15.2,,,,,,
69,RENT3,40.25,ON,17/04/2025,LOCALIZA RENT A CAR ON,27.29,Diversos,48.89,Aluguel de carros,359261000.0,43575500000.0,31/12/2024,76916500000.0,1082620000.0,24.03,1.68,1.65,24.32,7.51,23.5,1.17,15.6,0.5,4.9,14.2,6.7,-1.09,8.8,6.9,6.46,1.17,13.25,1.7,42.6,0.43,87243600000.0,44766500000.0,11425600000.0,33341000000.0,20782000000.0,26334100000.0,37271600000.0,9852750000.0,5805170000.0,2033330000.0,1813630000.0,838104000.0,4.1,,,,,,
70,RNEW11,2.6,UNT N2,17/04/2025,RENOVA UNT N2,2.45,Energia Elétrica,3.74,Energia Elétrica,31335.0,216219000.0,31/12/2024,1211050000.0,249484000.0,-1.85,-1.41,0.26,9.81,-2.25,-11.9,0.83,-37.0,0.07,-45.2,-2.91,-3.1,-0.11,-3.4,-14.3,194.11,0.79,-12.62,1.4,41.8,0.08,3061350000.0,1144190000.0,149361000.0,994829000.0,288269000.0,815951000.0,259226000.0,91341000.0,-95986000.0,-75189000.0,-117069000.0,-67649000.0,,,,,,,
71,LIGT3,4.67,ON,17/04/2025,LIGHT SA ON,3.29,Energia Elétrica,6.82,Energia Elétrica,5028540.0,1739830000.0,31/12/2024,8156150000.0,372555000.0,1.06,4.41,0.33,14.01,1.24,15.6,0.12,9.4,0.07,11.0,0.82,5.5,-0.13,7.0,31.5,3.55,1.42,5.81,1.82,2.1,0.59,25343700000.0,9505840000.0,3089520000.0,6416320000.0,7158980000.0,5218460000.0,14876300000.0,4114880000.0,1404720000.0,249835000.0,1643780000.0,1895170000.0,,,,,,,
72,COCE3,25.0,ON,17/04/2025,CIA ENERG CEARA - COELCE ON,25.0,Energia Elétrica,44.0,Energia Elétrica,736.0,1946380000.0,31/12/2024,7179270000.0,77855000.0,4.19,5.97,0.38,66.02,1.43,19.0,0.23,16.1,0.14,5.5,-0.75,9.4,-0.31,10.5,9.0,3.58,0.54,5.28,1.06,8.2,0.59,14406900000.0,5447490000.0,214599000.0,5232890000.0,3081680000.0,5139620000.0,8442130000.0,2279700000.0,1359550000.0,285739000.0,464914000.0,202336000.0,3.7,,,,,,
73,CBEE3,8.8,ON,25/03/2025,AMPLA ENERG ON,8.8,Energia Elétrica,19.99,Energia Elétrica,226.0,3344350000.0,31/12/2024,7659450000.0,380040000.0,4.99,1.76,0.4,22.21,2.91,17.0,0.38,13.1,0.17,7.7,-1.51,5.8,-0.49,6.4,7.9,3.86,0.66,6.67,0.56,6.1,0.45,19631300000.0,4736310000.0,421212000.0,4315100000.0,4301770000.0,8442090000.0,8741530000.0,2412890000.0,1147570000.0,308300000.0,670153000.0,706813000.0,,,,,,,
74,CEEB3,37.97,ON,17/04/2025,COELBA ON,35.98,Energia Elétrica,40.0,Energia Elétrica,12754.0,9951780000.0,31/12/2024,24706800000.0,262096000.0,5.5,6.9,1.34,28.33,2.39,30.0,0.6,25.2,0.32,10.9,-30.43,13.3,-0.57,14.6,24.4,4.81,0.95,5.93,2.2,8.6,0.53,31283000000.0,16309000000.0,1554000000.0,14755000000.0,6346000000.0,7424000000.0,16529000000.0,4865000000.0,4165000000.0,1284000000.0,1808000000.0,629000000.0,4.4,,,,,,
75,ISAE3,31.91,ON,17/04/2025,ISA ENERGIA ON,28.19,Energia Elétrica,33.85,Energia Elétrica,107674.0,21025000000.0,31/12/2024,30898000000.0,658883000.0,6.01,5.31,1.07,29.92,4.65,46.9,2.64,56.8,0.49,44.6,4.5,10.5,-1.37,11.4,17.7,6.77,2.43,6.83,0.67,18.0,0.18,43304600000.0,13273800000.0,3400740000.0,9873060000.0,7939450000.0,19714600000.0,7966580000.0,2520070000.0,4525580000.0,901458000.0,3498420000.0,1211700000.0,7.4,,,,,,
76,NEOE3,20.94,ON NM,17/04/2025,NEOENERGIA ON NM,17.4,Energia Elétrica,21.18,Energia Elétrica,23495800.0,25416900000.0,31/12/2024,70190900000.0,1213800000.0,6.99,2.99,0.78,26.89,2.41,26.7,0.52,21.6,0.23,7.5,5.74,9.6,-0.49,10.8,11.1,5.22,1.22,6.65,1.61,9.2,0.45,109541000000.0,52600000000.0,7826000000.0,44774000000.0,24895000000.0,32638000000.0,48993000000.0,13630000000.0,10562000000.0,2856000000.0,3635000000.0,852000000.0,3.2,,,,,,
77,ENGI3,12.0,ON,17/04/2025,ENERGISA ON,9.47,Energia Elétrica,15.42,Energia Elétrica,119669.0,27473100000.0,31/12/2024,54029400000.0,2289420000.0,7.25,1.66,1.59,7.55,4.21,25.4,0.81,19.4,0.36,13.8,8.17,8.5,-0.74,9.9,21.9,6.44,1.23,8.28,2.03,11.3,0.44,77181700000.0,35117600000.0,8561250000.0,26556300000.0,18016000000.0,17279500000.0,33715500000.0,9558150000.0,6529230000.0,1369910000.0,3789680000.0,1828940000.0,4.8,,,,,,
78,EGIE3,39.29,ON,17/04/2025,ENGIE BRASIL ON,34.67,Energia Elétrica,45.68,Energia Elétrica,58352600.0,32057800000.0,31/12/2024,51746700000.0,815928000.0,7.49,5.24,2.85,13.81,5.73,54.4,2.86,49.9,0.64,38.4,-429.52,11.2,-1.05,12.4,38.0,7.76,0.99,9.24,2.1,-3.3,0.22,50112300000.0,23647600000.0,3958760000.0,19688900000.0,7198390000.0,11266700000.0,11218600000.0,3270910000.0,5598510000.0,1448620000.0,4279350000.0,1068910000.0,6.8,,,,,,
79,ALUP11,28.63,UNT N2,17/04/2025,ALUPAR UNT N2,25.09,Energia Elétrica,30.9,Energia Elétrica,28771900.0,9437220000.0,31/12/2024,18622600000.0,988881000.0,8.69,3.29,1.15,25.0,3.46,72.6,2.36,68.2,0.31,46.5,2.96,8.9,-0.74,10.1,13.2,6.4,2.04,6.83,1.54,-12.3,0.13,30689000000.0,12729600000.0,3544260000.0,9185370000.0,6244060000.0,8240130000.0,4002100000.0,1123310000.0,2728560000.0,697782000.0,1086090000.0,230322000.0,5.4,,,,,,
80,ELET3,42.13,ON,17/04/2025,ELETROBRÁS ON,33.21,Energia Elétrica,42.28,Energia Elétrica,383212000.0,97198100000.0,31/12/2024,136968000000.0,2307100000.0,9.37,4.5,0.8,52.82,7.21,44.9,2.42,33.5,0.34,25.8,2.96,4.7,-0.94,5.4,8.5,7.84,2.04,10.16,0.62,6.6,0.14,289871000000.0,75803200000.0,36033100000.0,39770100000.0,64451100000.0,121863000000.0,40181600000.0,12025100000.0,13479400000.0,3420890000.0,10378100000.0,1114490000.0,3.0,,,,,,
81,CPLE3,9.96,ON,17/04/2025,COPEL ON,7.77,Energia Elétrica,9.96,Energia Elétrica,46348800.0,29708800000.0,31/12/2024,42792400000.0,2982810000.0,10.57,0.94,1.16,8.61,7.56,21.6,1.31,17.3,0.52,12.4,11.01,6.8,-1.59,7.7,10.9,7.93,1.26,10.89,0.67,2.8,0.39,57384200000.0,17246200000.0,4162570000.0,13083600000.0,13041800000.0,25674700000.0,22651000000.0,6019160000.0,3928770000.0,1029830000.0,2809630000.0,586506000.0,3.9,,,,,,
82,EKTR4,50.49,PN,17/04/2025,ELEKTRO ELETRICIDADE E SERVIÇOS SA PN,33.37,Energia Elétrica,56.7,Energia Elétrica,13529.0,9782890000.0,31/12/2024,16284900000.0,193759000.0,10.69,4.72,4.86,10.39,4.57,26.8,1.05,23.0,0.81,9.8,-68.89,17.8,-1.48,20.5,45.5,6.43,0.96,7.61,3.61,6.7,0.78,12011000000.0,7267000000.0,765000000.0,6502000000.0,3394000000.0,2013000000.0,9328000000.0,2447000000.0,2141000000.0,523000000.0,915000000.0,195000000.0,12.5,,,,,,
83,AFLT3,7.0,ON,14/04/2025,AFLUENTE T ON,6.53,Energia Elétrica,7.8,Energia Elétrica,1272.0,441595000.0,31/12/2024,465068000.0,63085000.0,12.98,0.54,1.75,4.01,10.12,55.7,5.13,50.7,1.29,39.6,8.42,12.7,-22.76,13.3,13.5,10.61,3.91,10.66,0.12,12.4,0.25,342757000.0,30794000.0,7321000.0,23473000.0,70441000.0,252912000.0,85999000.0,33872000.0,43628000.0,13572000.0,34029000.0,11158000.0,7.7,,,,,,
84,EQTL3,34.15,ON NM,17/04/2025,EQUATORIAL ENERGIA SA ON NM,26.16,Energia Elétrica,35.73,Energia Elétrica,271569000.0,42818900000.0,31/12/2024,85608200000.0,1253850000.0,15.23,2.24,1.64,20.83,4.45,28.8,0.94,21.2,0.37,8.3,4.8,8.3,-0.74,9.7,10.8,7.25,1.46,8.9,2.14,26.9,0.39,116412000000.0,55827100000.0,13037700000.0,42789300000.0,28527300000.0,26113700000.0,45366700000.0,12618100000.0,9624300000.0,2195960000.0,2811670000.0,1263680000.0,1.5,,,,,,
85,ENMT3,77.0,ON,17/04/2025,ENERGISA MT ON,72.14,Energia Elétrica,85.0,Energia Elétrica,4803.0,16858500000.0,31/12/2024,22163800000.0,218942000.0,15.49,4.97,3.96,19.46,9.16,27.9,2.05,22.4,1.19,13.2,12.04,13.0,-2.88,15.3,25.5,10.22,1.53,12.04,1.62,10.4,0.58,14165000000.0,6895080000.0,1589840000.0,5305240000.0,4047400000.0,4259880000.0,8214480000.0,2355690000.0,1840980000.0,417449000.0,1088080000.0,278759000.0,4.8,,,,,,
86,SRNA3,9.4,ON NM,17/04/2025,SERENA ON NM,5.28,Energia Elétrica,9.61,Energia Elétrica,35454100.0,5853670000.0,31/12/2024,16529400000.0,622731000.0,19.68,0.48,1.04,9.05,4.95,33.6,1.42,28.6,0.29,7.2,-245.91,5.9,-0.5,6.4,5.3,8.54,0.99,13.99,2.15,140.5,0.2,20161800000.0,12103700000.0,1427970000.0,10675800000.0,2827380000.0,5635040000.0,4124980000.0,1615910000.0,1181510000.0,556763000.0,297436000.0,228428000.0,,,,,,,
87,AURE3,7.9,ON NM,17/04/2025,AUREN ON NM,7.39,Energia Elétrica,12.5,Energia Elétrica,48590400.0,8297990000.0,31/12/2024,28310100000.0,1050380000.0,33.07,0.24,0.63,12.57,8.51,17.7,1.03,12.1,0.16,3.4,2.08,1.8,-0.31,2.2,1.9,17.56,1.56,29.04,2.06,41.6,0.15,52754100000.0,27215300000.0,7203180000.0,20012100000.0,11137800000.0,13201700000.0,8059950000.0,3165860000.0,974938000.0,334514000.0,250938000.0,-364599000.0,,,,,,,
88,ENEV3,12.47,ON,17/04/2025,ENEVA ON,9.55,Energia Elétrica,14.42,Energia Elétrica,108314000.0,24099400000.0,31/12/2024,37619500000.0,1932590000.0,573.62,0.02,1.27,9.78,8.35,34.7,2.12,25.3,0.46,4.8,8.81,5.5,-1.0,6.1,0.2,8.22,1.47,13.04,0.92,37.6,0.22,52770800000.0,17386400000.0,3866310000.0,13520100000.0,8518300000.0,18909500000.0,11387500000.0,4858550000.0,2885280000.0,685033000.0,42013000.0,-1066540000.0,,,,,,,
89,SCAR3,16.7,ON,17/04/2025,SÃO CARLOS EMPREENDE PARTICIPAÇÕES SA ON,15.8,Exploração de Imóveis,24.96,Exploração de Imóveis,1311520.0,964208000.0,31/12/2024,1850880000.0,57737000.0,-29.45,-0.57,0.62,26.74,8.52,36.0,1.89,22.2,0.34,-6.5,1.8,3.9,-1.86,4.4,-2.1,11.02,3.02,16.36,0.75,27.0,0.18,2873680000.0,1162910000.0,276245000.0,886670000.0,801414000.0,1543790000.0,508888000.0,172329000.0,113148000.0,34222000.0,-32736000.0,-26313000.0,20.9,,,,,,
90,NEXP3,3.83,ON,17/04/2025,NEXPE ON,3.54,Exploração de Imóveis,4.51,Intermediação Imobiliária,2762.0,10170800.0,31/12/2024,5369830.0,2655570.0,-0.21,-18.26,-0.05,-70.13,-0.69,45.3,0.09,-13.0,0.3,-42.4,-0.61,-42.9,-0.05,-54.7,26.0,9.4,0.56,-0.36,-0.01,0.2,3.32,34475000.0,1562000.0,6363000.0,-4801000.0,20932000.0,-186236000.0,114309000.0,86821000.0,-14803000.0,-8060000.0,-48485000.0,-39356000.0,,,,,,,
91,SYNE3,5.31,ON NM,17/04/2025,SYN PROP TEC ON NM,3.45,Exploração de Imóveis,5.55,Exploração de Imóveis,2526140.0,810540000.0,31/12/2024,1222120000.0,152644000.0,1.48,3.58,0.75,7.03,1.66,42.2,0.6,36.0,0.26,48.6,0.87,15.5,-5.12,18.0,50.9,2.15,5.21,2.5,0.76,3.7,0.43,3148170000.0,819317000.0,407738000.0,411579000.0,1148950000.0,1073780000.0,1357740000.0,77944000.0,489456000.0,19573000.0,546255000.0,59890000.0,123.4,,,,,,
92,LOGG3,19.16,ON NM,17/04/2025,LOG COM PROP ON NM,16.55,Exploração de Imóveis,22.83,Exploração de Imóveis,4361900.0,1683380000.0,31/12/2024,3523340000.0,87859000.0,4.9,3.91,0.47,40.82,10.65,97.6,7.66,71.9,0.25,156.7,4.42,2.3,-0.86,2.4,9.6,21.52,1.45,22.29,0.58,13.5,0.03,6774200000.0,2066200000.0,226237000.0,1839970000.0,1218660000.0,3586010000.0,219742000.0,55916000.0,158082000.0,40148000.0,343389000.0,99377000.0,9.0,,,,,,
93,HBRE3,3.61,ON NM,17/04/2025,HBR REALTY ON NM,2.61,Exploração de Imóveis,6.0,Exploração de Imóveis,1233860.0,372512000.0,31/12/2024,1746410000.0,103189000.0,7.82,0.46,0.18,20.05,1.32,79.8,2.29,173.7,0.07,83.2,1.98,5.6,-0.22,5.7,2.3,6.07,1.64,6.17,0.74,22.7,0.03,5090770000.0,1526460000.0,152565000.0,1373890000.0,483112000.0,2068680000.0,162982000.0,43978000.0,283080000.0,229646000.0,47645000.0,100369000.0,,,,,,,
94,MULT3,24.14,ON N2,17/04/2025,Multiplan ON N2,19.83,Exploração de Imóveis,26.67,Exploração de Imóveis,107357000.0,12387800000.0,31/12/2024,16627100000.0,513164000.0,9.24,2.61,2.19,11.0,6.78,83.4,4.87,71.8,0.99,52.7,18.83,14.6,-2.66,16.6,23.8,8.46,1.43,9.1,0.96,24.2,0.2,12511800000.0,5430930000.0,1191610000.0,4239320000.0,2201630000.0,5645520000.0,2544790000.0,936302000.0,1826420000.0,710240000.0,1340810000.0,512477000.0,4.8,,,,,,
95,ALOS3,20.21,ON,17/04/2025,ALLOS ON,16.93,Exploração de Imóveis,23.16,Exploração de Imóveis,75896700.0,10972800000.0,31/12/2024,7603650000.0,542937000.0,15.71,1.29,0.82,24.62,8.33,73.8,4.0,48.1,0.4,29.6,5.47,4.8,-1.24,5.5,5.2,3.93,1.89,5.78,-,42.3,0.1,27288800000.0,,3369100000.0,-3369100000.0,4271850000.0,13364900000.0,2739850000.0,796451000.0,1316650000.0,438694000.0,698511000.0,168566000.0,9.3,,,,,,
96,SIMH3,4.98,ON NM,17/04/2025,SIMPAR ON NM,3.03,Holdings Diversificadas,7.09,Holdings Diversificadas,27775100.0,4347740000.0,31/12/2024,47740900000.0,873041000.0,-21.94,-0.23,1.58,3.15,0.62,25.8,0.11,17.1,0.05,0.2,0.71,8.4,-0.09,11.3,-7.2,4.41,1.29,6.8,20.86,44.7,0.49,84025800000.0,57397900000.0,14004700000.0,43393200000.0,27221000000.0,2751510000.0,41062900000.0,10742700000.0,7017090000.0,1758680000.0,-198156000.0,-245244000.0,,,,,,,
97,ZAMP3,3.03,ON,17/04/2025,ZAMP SA ON,2.1,Hoteis e Restaurantes,3.96,Restaurante e Similares,2853390.0,1233010000.0,31/12/2024,1783520000.0,406934000.0,-6.44,-0.47,0.8,3.8,-34.6,64.9,0.27,-0.8,0.26,-4.2,7.11,-0.8,-0.67,-1.0,-12.4,3.98,1.15,-50.05,0.84,19.2,0.97,4677970000.0,1298680000.0,748166000.0,550511000.0,1303170000.0,1546030000.0,4556360000.0,1296740000.0,-35632200.0,-31470200.0,-191319000.0,-40575000.0,,,,,,,
98,HOOT4,2.54,PN,17/04/2025,HOTEIS OTHON SA PN,2.21,Hoteis e Restaurantes,3.7,Hotelaria,43380.0,46664900.0,31/12/2024,33233900.0,18372000.0,0.58,4.42,-0.77,-3.29,0.87,68.1,0.29,32.9,0.09,49.9,-0.67,10.7,-0.09,11.2,-134.3,0.53,0.53,0.62,-0.02,51.8,0.33,498883000.0,1022000.0,14453000.0,-13431000.0,78308000.0,-60396000.0,162733000.0,59973000.0,53463000.0,27907000.0,81134000.0,37865000.0,,,,,,,
